TEAM_NAME,OPP_TEAM_NAME,SEASON,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_PACE,OPP_OFF_RATING,OPP_DEF_RATING,OPP_PACE,ORTG_DIFF,DRTG_DIFF,PACE_DIFF,WON
Philadelphia 76ers,Toronto Raptors,2021-22,113.0,110.2,96.71,112.1,109.9,96.63,0.9000000000000057,0.29999999999999716,0.0799999999999983,0
Toronto Raptors,Philadelphia 76ers,2021-22,112.1,109.9,96.63,113.0,110.2,96.71,-0.9000000000000057,-0.29999999999999716,-0.0799999999999983,1
Utah Jazz,Dallas Mavericks,2021-22,116.2,110.0,97.5,112.5,109.1,95.64,3.700000000000003,0.9000000000000057,1.8599999999999994,1
Memphis Grizzlies,Minnesota Timberwolves,2021-22,114.3,108.9,100.52,113.8,111.0,101.47,0.5,-2.0999999999999943,-0.9500000000000028,0
Atlanta Hawks,Miami Heat,2021-22,115.4,113.7,98.67,113.0,108.4,96.53,2.4000000000000057,5.299999999999997,2.1400000000000006,0
New Orleans Pelicans,Phoenix Suns,2021-22,111.2,112.0,98.02,114.2,106.8,100.26,-3.0,5.200000000000003,-2.240000000000009,1
Chicago Bulls,Milwaukee Bucks,2021-22,112.7,113.2,98.76,114.3,111.1,100.59,-1.5999999999999943,2.1000000000000085,-1.8299999999999983,0
Denver Nuggets,Golden State Warriors,2021-22,113.8,111.5,98.41,112.1,106.6,98.74,1.7000000000000028,4.900000000000006,-0.3299999999999983,1
Golden State Warriors,Denver Nuggets,2021-22,112.1,106.6,98.74,113.8,111.5,98.41,-1.7000000000000028,-4.900000000000006,0.3299999999999983,0
Miami Heat,Atlanta Hawks,2021-22,113.0,108.4,96.53,115.4,113.7,98.67,-2.4000000000000057,-5.299999999999997,-2.1400000000000006,1
Milwaukee Bucks,Chicago Bulls,2021-22,114.3,111.1,100.59,112.7,113.2,98.76,1.5999999999999943,-2.1000000000000085,1.8299999999999983,1
Phoenix Suns,New Orleans Pelicans,2021-22,114.2,106.8,100.26,111.2,112.0,98.02,3.0,-5.200000000000003,2.240000000000009,0
Boston Celtics,Brooklyn Nets,2021-22,113.6,106.2,97.26,113.2,112.3,99.4,0.3999999999999915,-6.099999999999994,-2.1400000000000006,1
Dallas Mavericks,Utah Jazz,2021-22,112.5,109.1,95.64,116.2,110.0,97.5,-3.700000000000003,-0.9000000000000057,-1.8599999999999994,1
Brooklyn Nets,Boston Celtics,2021-22,113.2,112.3,99.4,113.6,106.2,97.26,-0.3999999999999915,6.099999999999994,2.1400000000000006,0
Philadelphia 76ers,Toronto Raptors,2021-22,113.0,110.2,96.71,112.1,109.9,96.63,0.9000000000000057,0.29999999999999716,0.0799999999999983,0
Toronto Raptors,Philadelphia 76ers,2021-22,112.1,109.9,96.63,113.0,110.2,96.71,-0.9000000000000057,-0.29999999999999716,-0.0799999999999983,1
Utah Jazz,Dallas Mavericks,2021-22,116.2,110.0,97.5,112.5,109.1,95.64,3.700000000000003,0.9000000000000057,1.8599999999999994,0
Atlanta Hawks,Miami Heat,2021-22,115.4,113.7,98.67,113.0,108.4,96.53,2.4000000000000057,5.299999999999997,2.1400000000000006,0
New Orleans Pelicans,Phoenix Suns,2021-22,111.2,112.0,98.02,114.2,106.8,100.26,-3.0,5.200000000000003,-2.240000000000009,0
Miami Heat,Atlanta Hawks,2021-22,113.0,108.4,96.53,115.4,113.7,98.67,-2.4000000000000057,-5.299999999999997,-2.1400000000000006,1
Minnesota Timberwolves,Memphis Grizzlies,2021-22,113.8,111.0,101.47,114.3,108.9,100.52,-0.5,2.0999999999999943,0.9500000000000028,0
Phoenix Suns,New Orleans Pelicans,2021-22,114.2,106.8,100.26,111.2,112.0,98.02,3.0,-5.200000000000003,2.240000000000009,1
Memphis Grizzlies,Minnesota Timberwolves,2021-22,114.3,108.9,100.52,113.8,111.0,101.47,0.5,-2.0999999999999943,-0.9500000000000028,1
Chicago Bulls,Milwaukee Bucks,2021-22,112.7,113.2,98.76,114.3,111.1,100.59,-1.5999999999999943,2.1000000000000085,-1.8299999999999983,0
Denver Nuggets,Golden State Warriors,2021-22,113.8,111.5,98.41,112.1,106.6,98.74,1.7000000000000028,4.900000000000006,-0.3299999999999983,0
Golden State Warriors,Denver Nuggets,2021-22,112.1,106.6,98.74,113.8,111.5,98.41,-1.7000000000000028,-4.900000000000006,0.3299999999999983,1
Milwaukee Bucks,Chicago Bulls,2021-22,114.3,111.1,100.59,112.7,113.2,98.76,1.5999999999999943,-2.1000000000000085,1.8299999999999983,1
New Orleans Pelicans,Phoenix Suns,2021-22,111.2,112.0,98.02,114.2,106.8,100.26,-3.0,5.200000000000003,-2.240000000000009,0
Dallas Mavericks,Utah Jazz,2021-22,112.5,109.1,95.64,116.2,110.0,97.5,-3.700000000000003,-0.9000000000000057,-1.8599999999999994,1
Philadelphia 76ers,Toronto Raptors,2021-22,113.0,110.2,96.71,112.1,109.9,96.63,0.9000000000000057,0.29999999999999716,0.0799999999999983,1
Phoenix Suns,New Orleans Pelicans,2021-22,114.2,106.8,100.26,111.2,112.0,98.02,3.0,-5.200000000000003,2.240000000000009,1
Toronto Raptors,Philadelphia 76ers,2021-22,112.1,109.9,96.63,113.0,110.2,96.71,-0.9000000000000057,-0.29999999999999716,-0.0799999999999983,0
Utah Jazz,Dallas Mavericks,2021-22,116.2,110.0,97.5,112.5,109.1,95.64,3.700000000000003,0.9000000000000057,1.8599999999999994,0
Minnesota Timberwolves,Memphis Grizzlies,2021-22,113.8,111.0,101.47,114.3,108.9,100.52,-0.5,2.0999999999999943,0.9500000000000028,0
Memphis Grizzlies,Minnesota Timberwolves,2021-22,114.3,108.9,100.52,113.8,111.0,101.47,0.5,-2.0999999999999943,-0.9500000000000028,1
Boston Celtics,Milwaukee Bucks,2021-22,113.6,106.2,97.26,114.3,111.1,100.59,-0.7000000000000028,-4.8999999999999915,-3.3299999999999983,0
Golden State Warriors,Memphis Grizzlies,2021-22,112.1,106.6,98.74,114.3,108.9,100.52,-2.200000000000003,-2.3000000000000114,-1.7800000000000011,1
Milwaukee Bucks,Boston Celtics,2021-22,114.3,111.1,100.59,113.6,106.2,97.26,0.7000000000000028,4.8999999999999915,3.3299999999999983,1
Memphis Grizzlies,Golden State Warriors,2021-22,114.3,108.9,100.52,112.1,106.6,98.74,2.200000000000003,2.3000000000000114,1.7800000000000011,0
Dallas Mavericks,Phoenix Suns,2021-22,112.5,109.1,95.64,114.2,106.8,100.26,-1.7000000000000028,2.299999999999997,-4.6200000000000045,0
Miami Heat,Philadelphia 76ers,2021-22,113.0,108.4,96.53,113.0,110.2,96.71,0.0,-1.7999999999999972,-0.1799999999999926,1
Philadelphia 76ers,Miami Heat,2021-22,113.0,110.2,96.71,113.0,108.4,96.53,0.0,1.7999999999999972,0.1799999999999926,0
Phoenix Suns,Dallas Mavericks,2021-22,114.2,106.8,100.26,112.5,109.1,95.64,1.7000000000000028,-2.299999999999997,4.6200000000000045,1
Boston Celtics,Milwaukee Bucks,2021-22,113.6,106.2,97.26,114.3,111.1,100.59,-0.7000000000000028,-4.8999999999999915,-3.3299999999999983,1
Golden State Warriors,Memphis Grizzlies,2021-22,112.1,106.6,98.74,114.3,108.9,100.52,-2.200000000000003,-2.3000000000000114,-1.7800000000000011,0
Milwaukee Bucks,Boston Celtics,2021-22,114.3,111.1,100.59,113.6,106.2,97.26,0.7000000000000028,4.8999999999999915,3.3299999999999983,0
Memphis Grizzlies,Golden State Warriors,2021-22,114.3,108.9,100.52,112.1,106.6,98.74,2.200000000000003,2.3000000000000114,1.7800000000000011,1
Dallas Mavericks,Phoenix Suns,2021-22,112.5,109.1,95.64,114.2,106.8,100.26,-1.7000000000000028,2.299999999999997,-4.6200000000000045,0
Miami Heat,Philadelphia 76ers,2021-22,113.0,108.4,96.53,113.0,110.2,96.71,0.0,-1.7999999999999972,-0.1799999999999926,1
Philadelphia 76ers,Miami Heat,2021-22,113.0,110.2,96.71,113.0,108.4,96.53,0.0,1.7999999999999972,0.1799999999999926,0
Phoenix Suns,Dallas Mavericks,2021-22,114.2,106.8,100.26,112.5,109.1,95.64,1.7000000000000028,-2.299999999999997,4.6200000000000045,1
Dallas Mavericks,Phoenix Suns,2021-22,112.5,109.1,95.64,114.2,106.8,100.26,-1.7000000000000028,2.299999999999997,-4.6200000000000045,1
Miami Heat,Philadelphia 76ers,2021-22,113.0,108.4,96.53,113.0,110.2,96.71,0.0,-1.7999999999999972,-0.1799999999999926,0
Philadelphia 76ers,Miami Heat,2021-22,113.0,110.2,96.71,113.0,108.4,96.53,0.0,1.7999999999999972,0.1799999999999926,1
Phoenix Suns,Dallas Mavericks,2021-22,114.2,106.8,100.26,112.5,109.1,95.64,1.7000000000000028,-2.299999999999997,4.6200000000000045,0
Boston Celtics,Milwaukee Bucks,2021-22,113.6,106.2,97.26,114.3,111.1,100.59,-0.7000000000000028,-4.8999999999999915,-3.3299999999999983,0
Golden State Warriors,Memphis Grizzlies,2021-22,112.1,106.6,98.74,114.3,108.9,100.52,-2.200000000000003,-2.3000000000000114,-1.7800000000000011,1
Milwaukee Bucks,Boston Celtics,2021-22,114.3,111.1,100.59,113.6,106.2,97.26,0.7000000000000028,4.8999999999999915,3.3299999999999983,1
Memphis Grizzlies,Golden State Warriors,2021-22,114.3,108.9,100.52,112.1,106.6,98.74,2.200000000000003,2.3000000000000114,1.7800000000000011,0
Dallas Mavericks,Phoenix Suns,2021-22,112.5,109.1,95.64,114.2,106.8,100.26,-1.7000000000000028,2.299999999999997,-4.6200000000000045,1
Miami Heat,Philadelphia 76ers,2021-22,113.0,108.4,96.53,113.0,110.2,96.71,0.0,-1.7999999999999972,-0.1799999999999926,0
Philadelphia 76ers,Miami Heat,2021-22,113.0,110.2,96.71,113.0,108.4,96.53,0.0,1.7999999999999972,0.1799999999999926,1
Phoenix Suns,Dallas Mavericks,2021-22,114.2,106.8,100.26,112.5,109.1,95.64,1.7000000000000028,-2.299999999999997,4.6200000000000045,0
Boston Celtics,Milwaukee Bucks,2021-22,113.6,106.2,97.26,114.3,111.1,100.59,-0.7000000000000028,-4.8999999999999915,-3.3299999999999983,1
Golden State Warriors,Memphis Grizzlies,2021-22,112.1,106.6,98.74,114.3,108.9,100.52,-2.200000000000003,-2.3000000000000114,-1.7800000000000011,1
Milwaukee Bucks,Boston Celtics,2021-22,114.3,111.1,100.59,113.6,106.2,97.26,0.7000000000000028,4.8999999999999915,3.3299999999999983,0
Memphis Grizzlies,Golden State Warriors,2021-22,114.3,108.9,100.52,112.1,106.6,98.74,2.200000000000003,2.3000000000000114,1.7800000000000011,0
Dallas Mavericks,Phoenix Suns,2021-22,112.5,109.1,95.64,114.2,106.8,100.26,-1.7000000000000028,2.299999999999997,-4.6200000000000045,0
Miami Heat,Philadelphia 76ers,2021-22,113.0,108.4,96.53,113.0,110.2,96.71,0.0,-1.7999999999999972,-0.1799999999999926,1
Philadelphia 76ers,Miami Heat,2021-22,113.0,110.2,96.71,113.0,108.4,96.53,0.0,1.7999999999999972,0.1799999999999926,0
Phoenix Suns,Dallas Mavericks,2021-22,114.2,106.8,100.26,112.5,109.1,95.64,1.7000000000000028,-2.299999999999997,4.6200000000000045,1
Boston Celtics,Milwaukee Bucks,2021-22,113.6,106.2,97.26,114.3,111.1,100.59,-0.7000000000000028,-4.8999999999999915,-3.3299999999999983,0
Golden State Warriors,Memphis Grizzlies,2021-22,112.1,106.6,98.74,114.3,108.9,100.52,-2.200000000000003,-2.3000000000000114,-1.7800000000000011,0
Milwaukee Bucks,Boston Celtics,2021-22,114.3,111.1,100.59,113.6,106.2,97.26,0.7000000000000028,4.8999999999999915,3.3299999999999983,1
Memphis Grizzlies,Golden State Warriors,2021-22,114.3,108.9,100.52,112.1,106.6,98.74,2.200000000000003,2.3000000000000114,1.7800000000000011,1
Dallas Mavericks,Phoenix Suns,2021-22,112.5,109.1,95.64,114.2,106.8,100.26,-1.7000000000000028,2.299999999999997,-4.6200000000000045,1
Miami Heat,Philadelphia 76ers,2021-22,113.0,108.4,96.53,113.0,110.2,96.71,0.0,-1.7999999999999972,-0.1799999999999926,1
Philadelphia 76ers,Miami Heat,2021-22,113.0,110.2,96.71,113.0,108.4,96.53,0.0,1.7999999999999972,0.1799999999999926,0
Phoenix Suns,Dallas Mavericks,2021-22,114.2,106.8,100.26,112.5,109.1,95.64,1.7000000000000028,-2.299999999999997,4.6200000000000045,0
Boston Celtics,Milwaukee Bucks,2021-22,113.6,106.2,97.26,114.3,111.1,100.59,-0.7000000000000028,-4.8999999999999915,-3.3299999999999983,1
Golden State Warriors,Memphis Grizzlies,2021-22,112.1,106.6,98.74,114.3,108.9,100.52,-2.200000000000003,-2.3000000000000114,-1.7800000000000011,1
Milwaukee Bucks,Boston Celtics,2021-22,114.3,111.1,100.59,113.6,106.2,97.26,0.7000000000000028,4.8999999999999915,3.3299999999999983,0
Memphis Grizzlies,Golden State Warriors,2021-22,114.3,108.9,100.52,112.1,106.6,98.74,2.200000000000003,2.3000000000000114,1.7800000000000011,0
Boston Celtics,Milwaukee Bucks,2021-22,113.6,106.2,97.26,114.3,111.1,100.59,-0.7000000000000028,-4.8999999999999915,-3.3299999999999983,1
Dallas Mavericks,Phoenix Suns,2021-22,112.5,109.1,95.64,114.2,106.8,100.26,-1.7000000000000028,2.299999999999997,-4.6200000000000045,1
Milwaukee Bucks,Boston Celtics,2021-22,114.3,111.1,100.59,113.6,106.2,97.26,0.7000000000000028,4.8999999999999915,3.3299999999999983,0
Phoenix Suns,Dallas Mavericks,2021-22,114.2,106.8,100.26,112.5,109.1,95.64,1.7000000000000028,-2.299999999999997,4.6200000000000045,0
Boston Celtics,Miami Heat,2021-22,113.6,106.2,97.26,113.0,108.4,96.53,0.5999999999999943,-2.200000000000003,0.730000000000004,0
Miami Heat,Boston Celtics,2021-22,113.0,108.4,96.53,113.6,106.2,97.26,-0.5999999999999943,2.200000000000003,-0.730000000000004,1
Dallas Mavericks,Golden State Warriors,2021-22,112.5,109.1,95.64,112.1,106.6,98.74,0.4000000000000057,2.5,-3.0999999999999943,0
Golden State Warriors,Dallas Mavericks,2021-22,112.1,106.6,98.74,112.5,109.1,95.64,-0.4000000000000057,-2.5,3.0999999999999943,1
Boston Celtics,Miami Heat,2021-22,113.6,106.2,97.26,113.0,108.4,96.53,0.5999999999999943,-2.200000000000003,0.730000000000004,1
Miami Heat,Boston Celtics,2021-22,113.0,108.4,96.53,113.6,106.2,97.26,-0.5999999999999943,2.200000000000003,-0.730000000000004,0
Dallas Mavericks,Golden State Warriors,2021-22,112.5,109.1,95.64,112.1,106.6,98.74,0.4000000000000057,2.5,-3.0999999999999943,0
Golden State Warriors,Dallas Mavericks,2021-22,112.1,106.6,98.74,112.5,109.1,95.64,-0.4000000000000057,-2.5,3.0999999999999943,1
Boston Celtics,Miami Heat,2021-22,113.6,106.2,97.26,113.0,108.4,96.53,0.5999999999999943,-2.200000000000003,0.730000000000004,0
Miami Heat,Boston Celtics,2021-22,113.0,108.4,96.53,113.6,106.2,97.26,-0.5999999999999943,2.200000000000003,-0.730000000000004,1
Dallas Mavericks,Golden State Warriors,2021-22,112.5,109.1,95.64,112.1,106.6,98.74,0.4000000000000057,2.5,-3.0999999999999943,0
Golden State Warriors,Dallas Mavericks,2021-22,112.1,106.6,98.74,112.5,109.1,95.64,-0.4000000000000057,-2.5,3.0999999999999943,1
Boston Celtics,Miami Heat,2021-22,113.6,106.2,97.26,113.0,108.4,96.53,0.5999999999999943,-2.200000000000003,0.730000000000004,1
Miami Heat,Boston Celtics,2021-22,113.0,108.4,96.53,113.6,106.2,97.26,-0.5999999999999943,2.200000000000003,-0.730000000000004,0
Dallas Mavericks,Golden State Warriors,2021-22,112.5,109.1,95.64,112.1,106.6,98.74,0.4000000000000057,2.5,-3.0999999999999943,1
Golden State Warriors,Dallas Mavericks,2021-22,112.1,106.6,98.74,112.5,109.1,95.64,-0.4000000000000057,-2.5,3.0999999999999943,0
Boston Celtics,Miami Heat,2021-22,113.6,106.2,97.26,113.0,108.4,96.53,0.5999999999999943,-2.200000000000003,0.730000000000004,1
Miami Heat,Boston Celtics,2021-22,113.0,108.4,96.53,113.6,106.2,97.26,-0.5999999999999943,2.200000000000003,-0.730000000000004,0
Dallas Mavericks,Golden State Warriors,2021-22,112.5,109.1,95.64,112.1,106.6,98.74,0.4000000000000057,2.5,-3.0999999999999943,0
Golden State Warriors,Dallas Mavericks,2021-22,112.1,106.6,98.74,112.5,109.1,95.64,-0.4000000000000057,-2.5,3.0999999999999943,1
Boston Celtics,Miami Heat,2021-22,113.6,106.2,97.26,113.0,108.4,96.53,0.5999999999999943,-2.200000000000003,0.730000000000004,0
Miami Heat,Boston Celtics,2021-22,113.0,108.4,96.53,113.6,106.2,97.26,-0.5999999999999943,2.200000000000003,-0.730000000000004,1
Boston Celtics,Miami Heat,2021-22,113.6,106.2,97.26,113.0,108.4,96.53,0.5999999999999943,-2.200000000000003,0.730000000000004,1
Miami Heat,Boston Celtics,2021-22,113.0,108.4,96.53,113.6,106.2,97.26,-0.5999999999999943,2.200000000000003,-0.730000000000004,0
Boston Celtics,Golden State Warriors,2021-22,113.6,106.2,97.26,112.1,106.6,98.74,1.5,-0.3999999999999915,-1.4799999999999898,1
Golden State Warriors,Boston Celtics,2021-22,112.1,106.6,98.74,113.6,106.2,97.26,-1.5,0.3999999999999915,1.4799999999999898,0
Boston Celtics,Golden State Warriors,2021-22,113.6,106.2,97.26,112.1,106.6,98.74,1.5,-0.3999999999999915,-1.4799999999999898,0
Golden State Warriors,Boston Celtics,2021-22,112.1,106.6,98.74,113.6,106.2,97.26,-1.5,0.3999999999999915,1.4799999999999898,1
Boston Celtics,Golden State Warriors,2021-22,113.6,106.2,97.26,112.1,106.6,98.74,1.5,-0.3999999999999915,-1.4799999999999898,1
Golden State Warriors,Boston Celtics,2021-22,112.1,106.6,98.74,113.6,106.2,97.26,-1.5,0.3999999999999915,1.4799999999999898,0
Boston Celtics,Golden State Warriors,2021-22,113.6,106.2,97.26,112.1,106.6,98.74,1.5,-0.3999999999999915,-1.4799999999999898,0
Golden State Warriors,Boston Celtics,2021-22,112.1,106.6,98.74,113.6,106.2,97.26,-1.5,0.3999999999999915,1.4799999999999898,1
Boston Celtics,Golden State Warriors,2021-22,113.6,106.2,97.26,112.1,106.6,98.74,1.5,-0.3999999999999915,-1.4799999999999898,0
Golden State Warriors,Boston Celtics,2021-22,112.1,106.6,98.74,113.6,106.2,97.26,-1.5,0.3999999999999915,1.4799999999999898,1
Boston Celtics,Golden State Warriors,2021-22,113.6,106.2,97.26,112.1,106.6,98.74,1.5,-0.3999999999999915,-1.4799999999999898,0
Golden State Warriors,Boston Celtics,2021-22,112.1,106.6,98.74,113.6,106.2,97.26,-1.5,0.3999999999999915,1.4799999999999898,1
Atlanta Hawks,Boston Celtics,2022-23,115.5,115.4,101.56,117.3,110.6,99.15,-1.7999999999999972,4.800000000000011,2.4099999999999966,0
Boston Celtics,Atlanta Hawks,2022-23,117.3,110.6,99.15,115.5,115.4,101.56,1.7999999999999972,-4.800000000000011,-2.4099999999999966,1
Cleveland Cavaliers,New York Knicks,2022-23,115.5,109.9,96.27,117.0,114.2,97.75,-1.5,-4.299999999999997,-1.480000000000004,0
Golden State Warriors,Sacramento Kings,2022-23,115.1,113.4,102.54,118.6,116.0,100.99,-3.5,-2.5999999999999943,1.5500000000000114,0
Brooklyn Nets,Philadelphia 76ers,2022-23,114.6,113.5,98.77,117.0,112.7,97.44,-2.4000000000000057,0.7999999999999972,1.3299999999999983,0
New York Knicks,Cleveland Cavaliers,2022-23,117.0,114.2,97.75,115.5,109.9,96.27,1.5,4.299999999999997,1.480000000000004,1
Philadelphia 76ers,Brooklyn Nets,2022-23,117.0,112.7,97.44,114.6,113.5,98.77,2.4000000000000057,-0.7999999999999972,-1.3299999999999983,1
Sacramento Kings,Golden State Warriors,2022-23,118.6,116.0,100.99,115.1,113.4,102.54,3.5,2.5999999999999943,-1.5500000000000114,1
Denver Nuggets,Minnesota Timberwolves,2022-23,116.8,113.5,98.74,113.3,113.1,101.55,3.5,0.4000000000000057,-2.8100000000000023,1
LA Clippers,Phoenix Suns,2022-23,114.0,113.6,98.84,114.5,112.3,98.83,-0.5,1.2999999999999972,0.010000000000005116,1
Los Angeles Lakers,Memphis Grizzlies,2022-23,113.9,113.2,101.92,114.7,110.7,101.5,-0.7999999999999972,2.5,0.4200000000000017,1
Miami Heat,Milwaukee Bucks,2022-23,112.3,112.8,96.76,114.3,110.9,101.45,-2.0,1.8999999999999915,-4.689999999999998,1
Milwaukee Bucks,Miami Heat,2022-23,114.3,110.9,101.45,112.3,112.8,96.76,2.0,-1.8999999999999915,4.689999999999998,0
Minnesota Timberwolves,Denver Nuggets,2022-23,113.3,113.1,101.55,116.8,113.5,98.74,-3.5,-0.4000000000000057,2.8100000000000023,0
Phoenix Suns,LA Clippers,2022-23,114.5,112.3,98.83,114.0,113.6,98.84,0.5,-1.2999999999999972,-0.010000000000005116,0
Memphis Grizzlies,Los Angeles Lakers,2022-23,114.7,110.7,101.5,113.9,113.2,101.92,0.7999999999999972,-2.5,-0.4200000000000017,0
Golden State Warriors,Sacramento Kings,2022-23,115.1,113.4,102.54,118.6,116.0,100.99,-3.5,-2.5999999999999943,1.5500000000000114,0
Brooklyn Nets,Philadelphia 76ers,2022-23,114.6,113.5,98.77,117.0,112.7,97.44,-2.4000000000000057,0.7999999999999972,1.3299999999999983,0
Philadelphia 76ers,Brooklyn Nets,2022-23,117.0,112.7,97.44,114.6,113.5,98.77,2.4000000000000057,-0.7999999999999972,-1.3299999999999983,1
Sacramento Kings,Golden State Warriors,2022-23,118.6,116.0,100.99,115.1,113.4,102.54,3.5,2.5999999999999943,-1.5500000000000114,1
Atlanta Hawks,Boston Celtics,2022-23,115.5,115.4,101.56,117.3,110.6,99.15,-1.7999999999999972,4.800000000000011,2.4099999999999966,0
Boston Celtics,Atlanta Hawks,2022-23,117.3,110.6,99.15,115.5,115.4,101.56,1.7999999999999972,-4.800000000000011,-2.4099999999999966,1
Cleveland Cavaliers,New York Knicks,2022-23,115.5,109.9,96.27,117.0,114.2,97.75,-1.5,-4.299999999999997,-1.480000000000004,1
LA Clippers,Phoenix Suns,2022-23,114.0,113.6,98.84,114.5,112.3,98.83,-0.5,1.2999999999999972,0.010000000000005116,0
New York Knicks,Cleveland Cavaliers,2022-23,117.0,114.2,97.75,115.5,109.9,96.27,1.5,4.299999999999997,1.480000000000004,0
Phoenix Suns,LA Clippers,2022-23,114.5,112.3,98.83,114.0,113.6,98.84,0.5,-1.2999999999999972,-0.010000000000005116,1
Denver Nuggets,Minnesota Timberwolves,2022-23,116.8,113.5,98.74,113.3,113.1,101.55,3.5,0.4000000000000057,-2.8100000000000023,1
Los Angeles Lakers,Memphis Grizzlies,2022-23,113.9,113.2,101.92,114.7,110.7,101.5,-0.7999999999999972,2.5,0.4200000000000017,0
Miami Heat,Milwaukee Bucks,2022-23,112.3,112.8,96.76,114.3,110.9,101.45,-2.0,1.8999999999999915,-4.689999999999998,0
Milwaukee Bucks,Miami Heat,2022-23,114.3,110.9,101.45,112.3,112.8,96.76,2.0,-1.8999999999999915,4.689999999999998,1
Minnesota Timberwolves,Denver Nuggets,2022-23,113.3,113.1,101.55,116.8,113.5,98.74,-3.5,-0.4000000000000057,2.8100000000000023,0
Memphis Grizzlies,Los Angeles Lakers,2022-23,114.7,110.7,101.5,113.9,113.2,101.92,0.7999999999999972,-2.5,-0.4200000000000017,1
Golden State Warriors,Sacramento Kings,2022-23,115.1,113.4,102.54,118.6,116.0,100.99,-3.5,-2.5999999999999943,1.5500000000000114,1
LA Clippers,Phoenix Suns,2022-23,114.0,113.6,98.84,114.5,112.3,98.83,-0.5,1.2999999999999972,0.010000000000005116,0
Brooklyn Nets,Philadelphia 76ers,2022-23,114.6,113.5,98.77,117.0,112.7,97.44,-2.4000000000000057,0.7999999999999972,1.3299999999999983,0
Philadelphia 76ers,Brooklyn Nets,2022-23,117.0,112.7,97.44,114.6,113.5,98.77,2.4000000000000057,-0.7999999999999972,-1.3299999999999983,1
Phoenix Suns,LA Clippers,2022-23,114.5,112.3,98.83,114.0,113.6,98.84,0.5,-1.2999999999999972,-0.010000000000005116,1
Sacramento Kings,Golden State Warriors,2022-23,118.6,116.0,100.99,115.1,113.4,102.54,3.5,2.5999999999999943,-1.5500000000000114,0
Atlanta Hawks,Boston Celtics,2022-23,115.5,115.4,101.56,117.3,110.6,99.15,-1.7999999999999972,4.800000000000011,2.4099999999999966,1
